assign_edges,average_branching,comparison_edges,constants,edges,main_automaton_nodes,max_branching,nodes,reachability_edges,reachability_subautomatons,repeat_nodes,repeat_or_unique_nodes,skip_edges,state_size,tag_edges,typedefs,unique_nodes,variables,game,language,flags
55,1.31496062992126,63,17,167,98,16,130,4,2,0,0,40,315,5,10,0,6,foxAndGeese,hrg,--skip-redundant-tags
55,1.31496062992126,63,17,167,98,16,130,4,2,0,0,40,315,5,10,0,6,foxAndGeese,hrg,--skip-self-assignments
55,1.31496062992126,63,17,167,98,16,130,4,2,0,0,40,315,5,10,0,6,foxAndGeese,hrg,--skip-self-comparisons
55,1.31496062992126,63,17,167,98,16,130,4,2,0,0,40,315,5,10,0,6,foxAndGeese,hrg,--skip-unused-tags
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--enable-all-optimizations
154,1.2122762148337596,154,10,948,768,8,784,2,1,0,0,491,519,147,9,0,6,amazons,hrg,none
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--compact-comparisons
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--compact-reachability
154,1.2133676092544987,154,10,944,768,8,780,2,1,0,0,631,519,3,9,0,6,amazons,hrg,--compact-skip-edges
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--inline-assignment
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--inline-reachability
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--join-exclusive-edges
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--join-fork-prefixes
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--join-fork-suffixes
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--merge-accesses
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--propagate-constants
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--prune-self-loops
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--prune-singleton-types
154,1.34324942791762,154,10,587,434,8,439,2,1,0,0,274,519,3,9,0,6,amazons,hrg,--prune-unreachable-nodes
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--prune-unused-constants
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--prune-unused-variables
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--reorder-conditions
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,129,519,147,9,0,6,amazons,hrg,--skip-artificial-tags
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--skip-redundant-tags
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--skip-self-assignments
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--skip-self-comparisons
154,1.3440366972477065,154,10,586,434,8,438,2,1,0,0,273,519,3,9,0,6,amazons,hrg,--skip-unused-tags
43,1.24,58,8,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--enable-all-optimizations
50,1.1490683229813663,58,5,185,80,4,170,16,8,0,0,55,396,6,10,0,12,ultimateTicTacToe,hrg,none
43,1.24,58,8,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--compact-comparisons
43,1.24,58,8,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--compact-reachability
43,1.1714285714285717,58,8,164,71,2,149,16,8,0,0,41,394,6,10,0,11,ultimateTicTacToe,hrg,--compact-skip-edges
47,1.2307692307692308,58,8,128,57,4,113,16,8,0,0,1,396,6,10,0,12,ultimateTicTacToe,hrg,--inline-assignment
43,1.24,58,8,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--inline-reachability
43,1.24,58,8,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--join-exclusive-edges
43,1.24,58,8,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--join-fork-prefixes
46,1.233009708737864,58,8,127,58,4,112,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--join-fork-suffixes
43,1.24,58,4,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--merge-accesses
43,1.24,58,9,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--propagate-constants
43,1.24,58,8,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--prune-self-loops
43,1.24,58,8,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--prune-singleton-types
43,1.2376237623762376,58,8,125,55,4,110,16,8,0,0,2,394,6,10,0,11,ultimateTicTacToe,hrg,--prune-unreachable-nodes
43,1.24,58,9,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--prune-unused-constants
43,1.24,58,8,124,55,4,109,16,8,0,0,1,396,6,10,0,12,ultimateTicTacToe,hrg,--prune-unused-variables
43,1.24,58,8,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--reorder-conditions
43,1.24,58,8,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--skip-artificial-tags
43,1.24,58,8,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--skip-redundant-tags
43,1.24,58,8,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--skip-self-assignments
43,1.24,58,8,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--skip-self-comparisons
43,1.24,58,8,124,55,4,109,16,8,0,0,1,394,6,10,0,11,ultimateTicTacToe,hrg,--skip-unused-tags
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--enable-all-optimizations
12,1.131578947368421,7,13,43,33,3,40,2,1,0,0,17,339,5,9,0,6,breakthrough,hrg,none
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--compact-comparisons
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--compact-reachability
11,1.1666666666666667,7,12,35,29,3,32,2,1,0,0,13,339,2,9,0,6,breakthrough,hrg,--compact-skip-edges
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--inline-assignment
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--inline-reachability
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--join-exclusive-edges
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--join-fork-prefixes
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--join-fork-suffixes
12,1.2272727272727273,7,11,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--merge-accesses
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--propagate-constants
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--prune-self-loops
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--prune-singleton-types
12,1.2173913043478262,7,12,28,21,3,25,2,1,0,0,5,339,2,9,0,6,breakthrough,hrg,--prune-unreachable-nodes
12,1.2272727272727273,7,14,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--prune-unused-constants
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--prune-unused-variables
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--reorder-conditions
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,1,339,5,9,0,6,breakthrough,hrg,--skip-artificial-tags
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--skip-redundant-tags
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--skip-self-assignments
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--skip-self-comparisons
12,1.2272727272727273,7,12,27,21,3,24,2,1,0,0,4,339,2,9,0,6,breakthrough,hrg,--skip-unused-tags
181,1.3820224719101124,764,0,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--enable-all-optimizations
204,1.0819030412526347,1284,1,3593,256,32,3332,20,10,0,0,2067,167,18,9,0,9,pentago,hrg,none
181,1.3820224719101124,764,0,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--compact-comparisons
181,1.3820224719101124,764,0,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--compact-reachability
181,1.0938902312737315,1188,0,3169,222,8,2908,20,10,0,0,1762,161,18,9,0,6,pentago,hrg,--compact-skip-edges
183,1.380952380952381,764,0,986,199,9,725,20,10,0,0,1,163,18,9,0,7,pentago,hrg,--inline-assignment
181,1.3820224719101124,764,0,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--inline-reachability
181,1.3820224719101124,764,0,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--join-exclusive-edges
181,1.2394366197183098,1188,0,1408,197,32,1147,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--join-fork-prefixes
192,1.376210235131397,764,0,995,208,9,734,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--join-fork-suffixes
181,1.3820224719101124,764,0,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--merge-accesses
181,1.3820224719101124,764,1,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--propagate-constants
181,1.3820224719101124,764,0,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--prune-self-loops
181,1.3820224719101124,764,0,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--prune-singleton-types
181,1.3814866760168305,764,0,985,197,9,724,20,10,0,0,2,161,18,9,0,6,pentago,hrg,--prune-unreachable-nodes
181,1.3820224719101124,764,1,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--prune-unused-constants
181,1.3820224719101124,764,0,984,197,9,723,20,10,0,0,1,167,18,9,0,9,pentago,hrg,--prune-unused-variables
181,1.2615384615384615,1092,0,1312,197,20,1051,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--reorder-conditions
181,1.3820224719101124,764,0,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--skip-artificial-tags
181,1.3820224719101124,764,0,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--skip-redundant-tags
181,1.3820224719101124,764,0,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--skip-self-assignments
181,1.3820224719101124,764,0,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--skip-self-comparisons
181,1.3820224719101124,764,0,984,197,9,723,20,10,0,0,1,161,18,9,0,6,pentago,hrg,--skip-unused-tags
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--enable-all-optimizations
152,1.0689655172413792,86,4,341,318,6,320,0,0,0,0,49,2952,54,11,0,8,battleships,hrg,none
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--compact-comparisons
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--compact-reachability
141,1.0769230769230769,86,9,308,287,6,287,0,0,0,0,37,2948,44,11,0,6,battleships,hrg,--compact-skip-edges
151,1.084942084942085,86,9,281,260,6,260,0,0,0,0,0,2952,44,11,0,8,battleships,hrg,--inline-assignment
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--inline-reachability
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--join-exclusive-edges
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--join-fork-prefixes
142,1.0846153846153843,86,9,282,261,6,261,0,0,0,0,0,2948,54,11,0,6,battleships,hrg,--join-fork-suffixes
141,1.0883534136546185,86,3,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--merge-accesses
141,1.0883534136546185,86,10,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--propagate-constants
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--prune-self-loops
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--prune-singleton-types
141,1.088,86,9,272,250,6,251,0,0,0,0,1,2948,44,11,0,6,battleships,hrg,--prune-unreachable-nodes
141,1.0883534136546185,86,10,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--prune-unused-constants
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2952,44,11,0,8,battleships,hrg,--prune-unused-variables
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--reorder-conditions
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--skip-artificial-tags
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--skip-redundant-tags
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--skip-self-assignments
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--skip-self-comparisons
141,1.0883534136546185,86,9,271,250,6,250,0,0,0,0,0,2948,44,11,0,6,battleships,hrg,--skip-unused-tags
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--enable-all-optimizations
15,1.223529411764706,39,5,104,44,7,88,4,2,0,0,45,231,1,9,0,6,connect4,hrg,none
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--compact-comparisons
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--compact-reachability
13,1.2923076923076924,39,23,84,36,2,68,4,2,0,0,27,231,1,9,0,6,connect4,hrg,--compact-skip-edges
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--inline-assignment
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--inline-reachability
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--join-exclusive-edges
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--join-fork-prefixes
15,1.4634146341463414,39,22,60,25,7,44,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--join-fork-suffixes
14,1.475,39,5,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--merge-accesses
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--propagate-constants
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--prune-self-loops
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--prune-singleton-types
14,1.4634146341463414,39,22,60,24,7,44,4,2,0,0,2,231,1,9,0,6,connect4,hrg,--prune-unreachable-nodes
14,1.475,39,31,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--prune-unused-constants
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--prune-unused-variables
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--reorder-conditions
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--skip-artificial-tags
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--skip-redundant-tags
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--skip-self-assignments
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--skip-self-comparisons
14,1.475,39,22,59,24,7,43,4,2,0,0,1,231,1,9,0,6,connect4,hrg,--skip-unused-tags
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--enable-all-optimizations
156,1.211734693877551,154,11,950,770,8,786,2,1,0,0,491,519,147,10,0,6,amazons_split2,hrg,none
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--compact-comparisons
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--compact-reachability
156,1.2128205128205127,154,10,946,770,8,782,2,1,0,0,631,519,3,10,0,6,amazons_split2,hrg,--compact-skip-edges
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--inline-assignment
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--inline-reachability
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--join-exclusive-edges
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--join-fork-prefixes
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--join-fork-suffixes
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--merge-accesses
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--propagate-constants
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--prune-self-loops
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--prune-singleton-types
156,1.3416856492027336,154,10,589,436,8,441,2,1,0,0,274,519,3,10,0,6,amazons_split2,hrg,--prune-unreachable-nodes
156,1.3424657534246576,154,11,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--prune-unused-constants
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--prune-unused-variables
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--reorder-conditions
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,129,519,147,10,0,6,amazons_split2,hrg,--skip-artificial-tags
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--skip-redundant-tags
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--skip-self-assignments
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--skip-self-comparisons
156,1.3424657534246576,154,10,588,436,8,440,2,1,0,0,273,519,3,10,0,6,amazons_split2,hrg,--skip-unused-tags
14,1.2258064516129032,13,8,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--enable-all-optimizations
19,1.125,13,5,63,36,4,59,8,4,0,0,21,52,2,8,0,6,ticTacToe,hrg,none
14,1.2258064516129032,13,8,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--compact-comparisons
14,1.2,13,8,42,23,4,38,8,4,0,0,5,50,2,8,0,5,ticTacToe,hrg,--compact-reachability
14,1.1590909090909092,13,8,51,33,2,47,8,2,0,0,14,50,2,8,0,5,ticTacToe,hrg,--compact-skip-edges
16,1.2121212121212122,13,8,40,25,4,36,8,2,0,0,1,52,2,8,0,6,ticTacToe,hrg,--inline-assignment
14,1.2258064516129032,13,8,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--inline-reachability
14,1.2258064516129032,13,8,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--join-exclusive-edges
14,1.2258064516129032,13,8,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--join-fork-prefixes
17,1.2058823529411764,13,8,41,26,4,37,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--join-fork-suffixes
14,1.2258064516129032,13,4,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--merge-accesses
14,1.2258064516129032,13,9,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--propagate-constants
14,1.2258064516129032,13,8,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--prune-self-loops
14,1.2258064516129032,13,8,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--prune-singleton-types
14,1.2058823529411764,13,8,41,23,4,37,8,2,0,0,4,50,2,8,0,5,ticTacToe,hrg,--prune-unreachable-nodes
14,1.2258064516129032,13,9,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--prune-unused-constants
14,1.2258064516129032,13,8,38,23,4,34,8,2,0,0,1,52,2,8,0,6,ticTacToe,hrg,--prune-unused-variables
14,1.2258064516129032,13,8,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--reorder-conditions
14,1.2258064516129032,13,8,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--skip-artificial-tags
14,1.2258064516129032,13,8,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--skip-redundant-tags
14,1.2258064516129032,13,8,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--skip-self-assignments
14,1.2258064516129032,13,8,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--skip-self-comparisons
14,1.2258064516129032,13,8,38,23,4,34,8,2,0,0,1,50,2,8,0,5,ticTacToe,hrg,--skip-unused-tags
175,1.385269121813031,764,0,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--enable-all-optimizations
206,1.173580089342693,1284,1,1839,246,32,1578,20,10,0,0,311,167,18,9,0,9,pentago_split,hrg,none
175,1.385269121813031,764,0,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--compact-comparisons
175,1.385269121813031,764,0,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--compact-reachability
175,1.193319118692253,1172,0,1679,220,4,1418,20,10,0,0,294,161,18,9,0,6,pentago_split,hrg,--compact-skip-edges
179,1.3830985915492957,764,0,982,195,9,721,20,10,0,0,1,165,18,9,0,8,pentago_split,hrg,--inline-assignment
175,1.385269121813031,764,0,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--inline-reachability
175,1.385269121813031,764,0,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--join-exclusive-edges
183,1.2390158172231986,1188,0,1410,199,32,1149,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--join-fork-prefixes
186,1.379358437935844,764,0,989,202,9,728,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--join-fork-suffixes
175,1.385269121813031,764,0,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--merge-accesses
175,1.385269121813031,764,1,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--propagate-constants
175,1.385269121813031,764,0,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--prune-self-loops
175,1.385269121813031,764,0,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--prune-singleton-types
175,1.384724186704385,764,0,979,191,9,718,20,10,0,0,2,161,18,9,0,6,pentago_split,hrg,--prune-unreachable-nodes
175,1.385269121813031,764,1,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--prune-unused-constants
175,1.385269121813031,764,0,978,191,9,717,20,10,0,0,1,167,18,9,0,9,pentago_split,hrg,--prune-unused-variables
175,1.263056092843327,1092,0,1306,191,20,1045,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--reorder-conditions
175,1.385269121813031,764,0,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--skip-artificial-tags
175,1.385269121813031,764,0,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--skip-redundant-tags
175,1.385269121813031,764,0,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--skip-self-assignments
175,1.385269121813031,764,0,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--skip-self-comparisons
175,1.385269121813031,764,0,978,191,9,717,20,10,0,0,1,161,18,9,0,6,pentago_split,hrg,--skip-unused-tags
17,1.238095238095238,24,8,52,25,4,47,8,4,0,0,1,140,2,9,0,7,ticTacDie,hrg,--enable-all-optimizations
24,1.1333333333333333,24,5,85,40,4,80,8,4,0,0,27,142,2,9,0,8,ticTacDie,hrg,none
17,1.238095238095238,24,8,52,25,4,47,8,4,0,0,1,140,2,9,0,7,ticTacDie,hrg,--compact-comparisons
17,1.238095238095238,24,8,52,25,4,47,8,4,0,0,1,140,2,9,0,7,ticTacDie,hrg,--compact-reachability
17,1.1666666666666667,24,8,70,37,2,65,8,4,0,0,19,140,2,9,0,7,ticTacDie,hrg,--compact-skip-edges
21,1.2173913043478262,24,8,56,29,4,51,8,4,0,0,1,142,2,9,0,8,ticTacDie,hrg,--inline-assignment
17,1.238095238095238,24,8,52,25,4,47,8,4,0,0,1,140,2,9,0,7,ticTacDie,hrg,--inline-reachability
17,1.238095238095238,24,8,52,25,4,47,8,4,0,0,1,140,2,9,0,7,ticTacDie,hrg,--join-exclusive-edges
17,1.238095238095238,24,8,52,25,4,47,8,4,0,0,1,140,2,9,0,7,ticTacDie,hrg,--join-fork-prefixes
20,1.2222222222222223,24,8,55,28,4,50,8,4,0,0,1,140,2,9,0,7,ticTacDie,hrg,--join-fork-suffixes
17,1.238095238095238,24,4,52,25,4,47,8,4,0,0,1,140,2,9,0,7,ticTacDie,hrg,--merge-accesses
17,1.238095238095238,24,9,52,25,4,47,8,4,0,0,1,140,2,9,0,7,ticTacDie,hrg,--propagate-constants
17,1.238095238095238,24,8,52,25,4,47,8,4,0,0,1,140,2,9,0,7,ticTacDie,hrg,--prune-self-loops
17,1.238095238095238,24,8,52,25,4,47,8,4,0,0,1,140,2,9,0,7,ticTacDie,hrg,--prune-singleton-types
