assign_edges,average_branching,comparison_edges,constants,edges,main_automaton_nodes,max_branching,nodes,reachability_edges,reachability_subautomatons,repeat_nodes,repeat_or_unique_nodes,skip_edges,state_size,tag_edges,typedefs,unique_nodes,variables,game,language,flags
167,1.4852941176470589,135,8,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--enable-all-optimizations
268,1.1996542783059636,133,10,1388,596,8,1235,124,77,0,0,787,1421,76,18,0,7,amazons_split5,rbg,none
167,1.4852941176470589,135,8,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--compact-comparisons
167,1.4852941176470589,135,8,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--compact-reachability
167,1.1620689655172414,135,8,1046,520,8,884,90,45,0,0,588,816,66,18,0,5,amazons_split5,rbg,--compact-skip-edges
209,1.4778225806451613,107,8,733,341,8,542,90,45,0,0,257,816,70,18,0,5,amazons_split5,rbg,--inline-assignment
159,1.445945945945946,133,8,749,341,8,596,124,77,0,0,263,816,70,18,0,5,amazons_split5,rbg,--inline-reachability
167,1.4852941176470589,135,8,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--join-exclusive-edges
167,1.4852941176470589,135,8,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--join-fork-prefixes
204,1.4502923976608186,135,8,744,372,8,553,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--join-fork-suffixes
167,1.4852941176470589,135,8,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--merge-accesses
167,1.4852941176470589,135,8,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--propagate-constants
167,1.4852941176470589,135,8,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--prune-self-loops
167,1.4852941176470589,135,8,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--prune-singleton-types
167,1.449416342412451,167,8,745,335,8,592,78,39,0,0,263,816,70,18,0,5,amazons_split5,rbg,--prune-unreachable-nodes
167,1.4852941176470589,135,10,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--prune-unused-constants
179,1.473360655737705,135,10,719,347,8,528,78,39,0,0,257,1421,70,18,0,7,amazons_split5,rbg,--prune-unused-variables
167,1.4852941176470589,135,8,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--reorder-conditions
167,1.4852941176470589,135,8,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--skip-artificial-tags
167,1.479253112033195,135,8,713,341,8,522,78,39,0,0,257,816,76,18,0,5,amazons_split5,rbg,--skip-redundant-tags
167,1.4852941176470589,135,8,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--skip-self-assignments
167,1.4852941176470589,135,8,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--skip-self-comparisons
167,1.4852941176470589,135,8,707,335,8,516,78,39,0,0,257,816,70,18,0,5,amazons_split5,rbg,--skip-unused-tags
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,491,78,14,0,7,pretwa,rbg,--enable-all-optimizations
784,1.112079701120797,378,13,2679,822,16,2442,58,32,0,0,1183,510,276,14,0,8,pretwa,rbg,none
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,491,78,14,0,7,pretwa,rbg,--compact-comparisons
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,491,78,14,0,7,pretwa,rbg,--compact-reachability
467,1.147205312672939,318,21,2075,620,9,1822,40,14,0,0,1172,491,78,14,0,7,pretwa,rbg,--compact-skip-edges
525,1.2861189801699715,180,13,908,333,8,721,32,14,0,0,93,491,78,14,0,7,pretwa,rbg,--inline-assignment
435,1.3866279069767442,314,21,954,317,16,721,58,32,0,0,69,491,78,14,0,7,pretwa,rbg,--inline-reachability
395,1.3388157894736843,240,21,814,317,16,623,40,14,0,0,61,491,78,14,0,7,pretwa,rbg,--join-exclusive-edges
467,1.3760445682451254,318,21,988,357,16,733,40,14,0,0,85,491,78,14,0,7,pretwa,rbg,--join-fork-prefixes
436,1.2916053019145803,298,21,877,390,16,692,28,12,0,0,37,491,78,14,0,7,pretwa,rbg,--join-fork-suffixes
391,1.3449477351916377,238,13,772,315,16,587,28,12,0,0,37,491,78,14,0,7,pretwa,rbg,--merge-accesses
391,1.3494809688581315,242,21,780,317,16,593,32,14,0,0,37,491,78,14,0,7,pretwa,rbg,--propagate-constants
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,491,78,14,0,7,pretwa,rbg,--prune-self-loops
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,491,78,14,0,7,pretwa,rbg,--prune-singleton-types
453,1.4050632911392404,360,21,999,315,16,744,36,12,0,0,72,491,78,14,0,7,pretwa,rbg,--prune-unreachable-nodes
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,491,78,14,0,7,pretwa,rbg,--prune-unused-constants
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,510,78,14,0,8,pretwa,rbg,--prune-unused-variables
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,491,78,14,0,7,pretwa,rbg,--reorder-conditions
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,1,491,114,14,0,7,pretwa,rbg,--skip-artificial-tags
391,1.3176100628930818,240,21,838,353,16,651,32,14,0,0,61,491,114,14,0,7,pretwa,rbg,--skip-redundant-tags
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,491,78,14,0,7,pretwa,rbg,--skip-self-assignments
391,1.3449477351916377,238,21,772,315,16,587,28,12,0,0,37,491,78,14,0,7,pretwa,rbg,--skip-self-comparisons
391,1.335593220338983,238,21,788,315,16,603,28,12,0,0,37,491,94,14,0,7,pretwa,rbg,--skip-unused-tags
366,1.6011730205278591,380,32,1098,443,16,687,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--enable-all-optimizations
578,1.2504515352197472,382,20,2077,836,16,1672,20,10,0,0,847,2626,250,25,0,11,chess_kingCapture_200,rbg,none
366,1.6011730205278591,380,32,1098,443,16,687,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--compact-comparisons
366,1.6011730205278591,380,32,1098,443,16,687,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--compact-reachability
374,1.2986360373295047,380,32,1809,716,16,1398,8,4,0,0,955,2626,92,25,0,11,chess_kingCapture_200,rbg,--compact-skip-edges
539,1.485414235705951,374,20,1273,452,16,864,16,6,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--inline-assignment
366,1.5959302325581397,374,32,1104,443,16,699,20,10,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--inline-reachability
366,1.6011730205278591,380,32,1098,443,16,687,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--join-exclusive-edges
372,1.5452127659574468,380,32,1168,481,16,757,8,4,0,0,316,2626,92,25,0,11,chess_kingCapture_200,rbg,--join-fork-prefixes
375,1.586552217453505,388,32,1115,460,16,704,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--join-fork-suffixes
366,1.6011730205278591,380,20,1098,443,16,687,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--merge-accesses
366,1.6011730205278591,380,32,1098,443,16,687,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--propagate-constants
366,1.6011730205278591,380,32,1098,443,16,687,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--prune-self-loops
366,1.6011730205278591,380,32,1098,443,16,687,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--prune-singleton-types
366,1.592485549132948,388,32,1108,443,16,703,8,4,0,0,254,2626,92,25,0,11,chess_kingCapture_200,rbg,--prune-unreachable-nodes
366,1.6011730205278591,380,32,1098,443,16,687,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--prune-unused-constants
366,1.6011730205278591,380,32,1098,443,16,687,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--prune-unused-variables
366,1.6011730205278591,380,32,1098,443,16,687,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--reorder-conditions
366,1.6099706744868034,380,32,1098,443,16,687,8,4,0,0,192,2626,152,25,0,11,chess_kingCapture_200,rbg,--skip-artificial-tags
366,1.5694444444444444,380,32,1136,481,16,725,8,4,0,0,252,2626,130,25,0,11,chess_kingCapture_200,rbg,--skip-redundant-tags
366,1.6011730205278591,380,32,1098,443,16,687,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--skip-self-assignments
366,1.6011730205278591,380,32,1098,443,16,687,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--skip-self-comparisons
366,1.6011730205278591,380,32,1098,443,16,687,8,4,0,0,252,2626,92,25,0,11,chess_kingCapture_200,rbg,--skip-unused-tags
299,1.2698961937716262,214,21,734,333,8,595,40,16,0,0,99,545,82,14,0,7,alquerque_split,rbg,--enable-all-optimizations
688,1.0779097387173395,264,13,2269,660,8,2156,102,50,0,0,747,570,468,14,0,8,alquerque_split,rbg,none
299,1.2698961937716262,214,21,734,333,8,595,40,16,0,0,99,545,82,14,0,7,alquerque_split,rbg,--compact-comparisons
299,1.2698961937716262,214,21,734,333,8,595,40,16,0,0,99,545,82,14,0,7,alquerque_split,rbg,--compact-reachability
337,1.0968320382546324,228,21,1835,478,8,1690,68,16,0,0,1116,545,86,14,0,7,alquerque_split,rbg,--compact-skip-edges
563,1.1979695431472082,158,13,944,333,8,805,40,16,0,0,101,545,82,14,0,7,alquerque_split,rbg,--inline-assignment
335,1.217741935483871,228,21,906,333,8,795,102,50,0,0,159,545,82,14,0,7,alquerque_split,rbg,--inline-reachability
305,1.2709030100334449,214,21,760,333,8,615,52,16,0,0,107,545,82,14,0,7,alquerque_split,rbg,--join-exclusive-edges
337,1.2271468144044322,228,21,886,345,8,739,68,16,0,0,167,545,86,14,0,7,alquerque_split,rbg,--join-fork-prefixes
318,1.248012718600954,242,21,785,384,8,646,40,16,0,0,99,545,86,14,0,7,alquerque_split,rbg,--join-fork-suffixes
299,1.2698961937716262,214,13,734,333,8,595,40,16,0,0,99,545,82,14,0,7,alquerque_split,rbg,--merge-accesses
299,1.268041237113402,218,21,738,333,8,599,40,16,0,0,99,545,82,14,0,7,alquerque_split,rbg,--propagate-constants
299,1.2698961937716262,214,21,734,333,8,595,40,16,0,0,99,545,82,14,0,7,alquerque_split,rbg,--prune-self-loops
299,1.2698961937716262,214,21,734,333,8,595,40,16,0,0,99,545,82,14,0,7,alquerque_split,rbg,--prune-singleton-types
347,1.1890909090909092,254,21,981,333,8,876,76,16,0,0,222,545,82,14,0,7,alquerque_split,rbg,--prune-unreachable-nodes
299,1.2698961937716262,214,21,734,333,8,595,40,16,0,0,99,545,82,14,0,7,alquerque_split,rbg,--prune-unused-constants
299,1.2698961937716262,214,21,734,333,8,595,40,16,0,0,99,570,82,14,0,8,alquerque_split,rbg,--prune-unused-variables
299,1.2698961937716262,214,21,734,333,8,595,40,16,0,0,99,545,82,14,0,7,alquerque_split,rbg,--reorder-conditions
299,1.2698961937716262,214,21,734,333,8,595,40,16,0,0,1,545,180,14,0,7,alquerque_split,rbg,--skip-artificial-tags
299,1.238532110091743,214,21,810,401,8,671,40,16,0,0,107,545,150,14,0,7,alquerque_split,rbg,--skip-redundant-tags
299,1.2698961937716262,214,21,734,333,8,595,40,16,0,0,99,545,82,14,0,7,alquerque_split,rbg,--skip-self-assignments
299,1.2698961937716262,214,21,734,333,8,595,40,16,0,0,99,545,82,14,0,7,alquerque_split,rbg,--skip-self-comparisons
299,1.2698961937716262,214,21,734,333,8,595,40,16,0,0,99,545,82,14,0,7,alquerque_split,rbg,--skip-unused-tags
228,1.3814180929095354,131,13,565,246,5,455,152,45,0,0,15,6164,39,20,0,9,go_constsum,rbg,--enable-all-optimizations
394,1.1328301886792451,130,12,1501,498,5,1405,186,79,0,0,643,6525,148,20,0,10,go_constsum,rbg,none
228,1.3814180929095354,131,13,565,246,5,455,152,45,0,0,15,6164,39,20,0,9,go_constsum,rbg,--compact-comparisons
228,1.3768115942028984,131,13,570,246,5,460,152,45,0,0,20,6164,39,20,0,9,go_constsum,rbg,--compact-reachability
254,1.1854233654876742,131,13,1115,416,5,981,156,47,0,0,535,6164,39,20,0,9,go_constsum,rbg,--compact-skip-edges
335,1.288888888888889,131,12,696,247,5,586,152,45,0,0,39,6164,39,20,0,9,go_constsum,rbg,--inline-assignment
220,1.3401360544217686,129,13,591,248,5,521,186,79,0,0,17,6164,39,20,0,9,go_constsum,rbg,--inline-reachability
228,1.3814180929095354,131,13,565,246,5,455,152,45,0,0,15,6164,39,20,0,9,go_constsum,rbg,--join-exclusive-edges
254,1.401766004415011,131,13,635,270,5,499,152,45,0,0,59,6164,39,20,0,9,go_constsum,rbg,--join-fork-prefixes
265,1.3482142857142858,132,13,604,285,5,494,152,45,0,0,15,6164,40,20,0,9,go_constsum,rbg,--join-fork-suffixes
228,1.3814180929095354,131,12,565,246,5,455,152,45,0,0,15,6164,39,20,0,9,go_constsum,rbg,--merge-accesses
228,1.3814180929095354,131,13,565,246,5,455,152,45,0,0,15,6164,39,20,0,9,go_constsum,rbg,--propagate-constants
228,1.3814180929095354,131,13,565,246,5,455,152,45,0,0,15,6164,39,20,0,9,go_constsum,rbg,--prune-self-loops
228,1.3814180929095354,131,13,565,246,5,455,152,45,0,0,15,6164,39,20,0,9,go_constsum,rbg,--prune-singleton-types
268,1.369047619047619,177,13,690,246,5,584,168,45,0,0,38,6164,39,20,0,9,go_constsum,rbg,--prune-unreachable-nodes
228,1.3814180929095354,131,13,565,246,5,455,152,45,0,0,15,6164,39,20,0,9,go_constsum,rbg,--prune-unused-constants
228,1.3814180929095354,131,13,565,246,5,455,152,45,0,0,15,6525,39,20,0,10,go_constsum,rbg,--prune-unused-variables
228,1.3814180929095354,131,13,565,246,5,455,152,45,0,0,15,6164,39,20,0,9,go_constsum,rbg,--reorder-conditions
228,1.3814180929095354,131,13,565,246,5,455,152,45,0,0,3,6164,51,20,0,9,go_constsum,rbg,--skip-artificial-tags
232,1.3312101910828025,132,13,627,284,5,517,152,45,0,0,39,6164,72,20,0,9,go_constsum,rbg,--skip-redundant-tags
228,1.3814180929095354,131,13,565,246,5,455,152,45,0,0,15,6164,39,20,0,9,go_constsum,rbg,--skip-self-assignments
228,1.3814180929095354,131,13,565,246,5,455,152,45,0,0,15,6164,39,20,0,9,go_constsum,rbg,--skip-self-comparisons
228,1.3814180929095354,131,13,565,246,5,455,152,45,0,0,15,6164,39,20,0,9,go_constsum,rbg,--skip-unused-tags
311,1.3432835820895523,150,21,540,263,16,409,12,6,0,0,21,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--enable-all-optimizations
718,1.1054830287206263,244,13,2117,666,16,1942,34,26,0,0,945,570,176,14,0,8,alquerque_noCapturingSequences,rbg,none
311,1.3432835820895523,150,21,540,263,16,409,12,6,0,0,21,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--compact-comparisons
311,1.3432835820895523,150,21,540,263,16,409,12,6,0,0,21,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--compact-reachability
449,1.140570633263744,226,21,1639,510,9,1446,16,8,0,0,900,545,48,14,0,7,alquerque_noCapturingSequences,rbg,--compact-skip-edges
445,1.26007326007326,104,13,688,281,8,555,16,8,0,0,77,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--inline-assignment
445,1.3531468531468531,226,21,774,265,16,599,34,26,0,0,23,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--inline-reachability
311,1.3432835820895523,150,21,540,263,16,409,12,6,0,0,21,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--join-exclusive-edges
449,1.3548387096774193,226,21,756,271,16,565,12,6,0,0,21,545,48,14,0,7,alquerque_noCapturingSequences,rbg,--join-fork-prefixes
322,1.3231850117096018,164,21,565,288,16,434,12,6,0,0,21,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--join-fork-suffixes
311,1.3432835820895523,150,13,540,263,16,409,12,6,0,0,21,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--merge-accesses
311,1.3497536945812807,154,21,548,265,16,415,16,8,0,0,21,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--propagate-constants
311,1.3432835820895523,150,21,540,263,16,409,12,6,0,0,21,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--prune-self-loops
311,1.3432835820895523,150,21,540,263,16,409,12,6,0,0,21,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--prune-singleton-types
549,1.3631205673758866,308,21,961,263,16,732,12,6,0,0,46,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--prune-unreachable-nodes
311,1.3432835820895523,150,21,540,263,16,409,12,6,0,0,21,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--prune-unused-constants
311,1.3432835820895523,150,21,540,263,16,409,12,6,0,0,21,570,46,14,0,8,alquerque_noCapturingSequences,rbg,--prune-unused-variables
311,1.3432835820895523,150,21,540,263,16,409,12,6,0,0,21,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--reorder-conditions
311,1.3432835820895523,150,21,540,263,16,409,12,6,0,0,1,545,66,14,0,7,alquerque_noCapturingSequences,rbg,--skip-artificial-tags
311,1.308695652173913,152,21,602,297,16,469,16,8,0,0,45,545,78,14,0,7,alquerque_noCapturingSequences,rbg,--skip-redundant-tags
311,1.3432835820895523,150,21,540,263,16,409,12,6,0,0,21,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--skip-self-assignments
311,1.3432835820895523,150,21,540,263,16,409,12,6,0,0,21,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--skip-self-comparisons
311,1.3432835820895523,150,21,540,263,16,409,12,6,0,0,21,545,46,14,0,7,alquerque_noCapturingSequences,rbg,--skip-unused-tags
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--enable-all-optimizations
64,1.0985221674876848,30,6,223,98,3,214,20,10,0,0,95,1185,14,13,0,7,breakthrough_11x11,rbg,none
29,1.30188679245283,28,8,69,38,3,56,4,2,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--compact-comparisons
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--compact-reachability
29,1.125984251968504,28,8,143,92,3,132,8,4,0,0,73,698,5,13,0,5,breakthrough_11x11,rbg,--compact-skip-edges
37,1.2153846153846153,22,4,79,40,3,72,12,6,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--inline-assignment
29,1.253968253968254,22,8,79,40,3,74,20,10,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--inline-reachability
29,1.280701754385965,28,8,73,40,3,62,8,4,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--join-exclusive-edges
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--join-fork-prefixes
32,1.2,28,8,72,43,3,63,4,2,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--join-fork-suffixes
29,1.2264150943396226,24,4,65,38,3,56,4,2,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--merge-accesses
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--propagate-constants
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--prune-self-loops
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--prune-singleton-types
29,1.1935483870967742,30,8,74,38,3,73,4,2,0,0,6,698,5,13,0,5,breakthrough_11x11,rbg,--prune-unreachable-nodes
29,1.2264150943396226,24,10,65,38,3,56,4,2,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--prune-unused-constants
37,1.1967213114754098,24,10,73,46,3,64,4,2,0,0,3,1185,5,13,0,7,breakthrough_11x11,rbg,--prune-unused-variables
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--reorder-conditions
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,1,698,7,13,0,5,breakthrough_11x11,rbg,--skip-artificial-tags
29,1.206896551724138,24,8,70,43,3,61,4,2,0,0,3,698,10,13,0,5,breakthrough_11x11,rbg,--skip-redundant-tags
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--skip-self-assignments
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--skip-self-comparisons
29,1.2264150943396226,24,8,65,38,3,56,4,2,0,0,3,698,5,13,0,5,breakthrough_11x11,rbg,--skip-unused-tags
339,1.2430278884462151,148,21,624,283,8,511,20,8,0,0,39,465,78,15,0,7,alquerque_bad,rbg,--enable-all-optimizations
518,1.0871287128712872,228,13,1647,658,8,1534,38,18,0,0,687,490,176,15,0,8,alquerque_bad,rbg,none
339,1.2430278884462151,148,21,624,283,8,511,20,8,0,0,39,465,78,15,0,7,alquerque_bad,rbg,--compact-comparisons
339,1.2430278884462151,148,21,624,283,8,511,20,8,0,0,39,465,78,15,0,7,alquerque_bad,rbg,--compact-reachability
383,1.1168949771689498,158,21,1227,450,8,1104,28,8,0,0,580,465,78,15,0,7,alquerque_bad,rbg,--compact-skip-edges
401,1.2267657992565055,120,13,660,283,8,547,20,8,0,0,41,465,78,15,0,7,alquerque_bad,rbg,--inline-assignment
351,1.2313432835820894,154,21,660,283,8,555,34,18,0,0,43,465,78,15,0,7,alquerque_bad,rbg,--inline-reachability
341,1.2440944881889764,148,21,632,283,8,517,24,8,0,0,41,465,78,15,0,7,alquerque_bad,rbg,--join-exclusive-edges
383,1.2299651567944252,158,21,706,323,8,583,28,8,0,0,59,465,78,15,0,7,alquerque_bad,rbg,--join-fork-prefixes
382,1.197092084006462,222,21,741,370,8,628,20,8,0,0,39,465,78,15,0,7,alquerque_bad,rbg,--join-fork-suffixes
339,1.2430278884462151,148,13,624,283,8,511,20,8,0,0,39,465,78,15,0,7,alquerque_bad,rbg,--merge-accesses
339,1.2430278884462151,148,21,624,283,8,511,20,8,0,0,39,465,78,15,0,7,alquerque_bad,rbg,--propagate-constants
339,1.250996015936255,148,21,628,283,8,511,24,8,0,0,39,465,78,15,0,7,alquerque_bad,rbg,--prune-self-loops
339,1.2430278884462151,148,21,624,283,8,511,20,8,0,0,39,465,78,15,0,7,alquerque_bad,rbg,--prune-singleton-types
355,1.2246777163904237,164,21,665,283,8,562,24,8,0,0,44,465,78,15,0,7,alquerque_bad,rbg,--prune-unreachable-nodes
339,1.2430278884462151,148,21,624,283,8,511,20,8,0,0,39,465,78,15,0,7,alquerque_bad,rbg,--prune-unused-constants
339,1.2430278884462151,148,21,624,283,8,511,20,8,0,0,39,490,78,15,0,8,alquerque_bad,rbg,--prune-unused-variables
339,1.2430278884462151,148,21,624,283,8,511,20,8,0,0,39,465,78,15,0,7,alquerque_bad,rbg,--reorder-conditions
339,1.2430278884462151,148,21,624,283,8,511,20,8,0,0,1,465,116,15,0,7,alquerque_bad,rbg,--skip-artificial-tags
339,1.2364341085271318,148,21,638,295,8,525,20,8,0,0,41,465,90,15,0,7,alquerque_bad,rbg,--skip-redundant-tags
339,1.2430278884462151,148,21,624,283,8,511,20,8,0,0,39,465,78,15,0,7,alquerque_bad,rbg,--skip-self-assignments
339,1.2430278884462151,148,21,624,283,8,511,20,8,0,0,39,465,78,15,0,7,alquerque_bad,rbg,--skip-self-comparisons
339,1.234615384615385,148,21,642,283,8,529,20,8,0,0,39,465,96,15,0,7,alquerque_bad,rbg,--skip-unused-tags
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--enable-all-optimizations
606,1.2330532212885157,382,20,2201,898,16,1796,20,10,0,0,883,2526,310,20,0,11,chessCylinder_kingCapture,rbg,none
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--compact-comparisons
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--compact-reachability
389,1.276964047936085,380,31,1918,770,16,1507,8,4,0,0,1021,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--compact-skip-edges
582,1.4411452810180276,374,20,1359,500,16,950,16,6,0,0,267,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--inline-assignment
387,1.545938748335553,374,31,1167,492,16,762,20,10,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--inline-reachability
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--join-exclusive-edges
393,1.503067484662577,380,31,1231,530,16,820,8,4,0,0,330,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--join-fork-prefixes
390,1.5423280423280423,388,31,1172,503,16,761,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--join-fork-suffixes
387,1.5503355704697988,380,20,1161,492,16,750,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--merge-accesses
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--propagate-constants
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--prune-self-loops
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--prune-singleton-types
387,1.543046357615894,388,31,1171,492,16,766,8,4,0,0,268,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--prune-unreachable-nodes
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--prune-unused-constants
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--prune-unused-variables
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--reorder-conditions
387,1.5583892617449664,380,31,1161,492,16,750,8,4,0,0,192,2526,194,20,0,11,chessCylinder_kingCapture,rbg,--skip-artificial-tags
389,1.5203045685279188,380,31,1204,534,16,793,8,4,0,0,267,2526,160,20,0,11,chessCylinder_kingCapture,rbg,--skip-redundant-tags
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--skip-self-assignments
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--skip-self-comparisons
387,1.5503355704697988,380,31,1161,492,16,750,8,4,0,0,266,2526,120,20,0,11,chessCylinder_kingCapture,rbg,--skip-unused-tags
40,1.264957264957265,58,24,148,50,8,125,18,7,0,0,24,2020,8,18,0,5,connect6_split,rbg,--enable-all-optimizations
142,1.0865800865800863,58,10,502,139,8,483,44,20,0,0,238,3829,20,18,0,7,connect6_split,rbg,none
40,1.264957264957265,58,24,148,50,8,125,18,7,0,0,24,2020,8,18,0,5,connect6_split,rbg,--compact-comparisons
