language,nodes_diff_percentage,edges_diff_percentage,state_size_diff_percentage,variables_diff_percentage
hrg,43.8930053631582,39.02230260733538,7.291837015754749,10.97621252544852
kif,37.69436809098896,32.80701440346375,0.888888888888889,1.075268817204301
rbg,70.8437960243648,64.15233565628947,24.375263567606517,18.026644716785558
rg,3.252688172043011,3.053977272727273,0.0,0.0
